municipality_number,municipality_name,year,sex,population
50903,Villamayor de Gállego,2013,Hombres,1427
22249,Villanova,2013,Hombres,78
22250,Villanúa,2013,Hombres,268
50288,Villanueva de Gállego,2013,Hombres,2338
50290,Villanueva de Huerva,2013,Hombres,280
50289,Villanueva de Jiloca,2013,Hombres,29
22251,Villanueva de Sigena,2013,Hombres,221
44256,Villanueva del Rebollar de la Sierra,2013,Hombres,27
50291,Villar de los Navarros,2013,Hombres,61
44257,Villar del Cobo,2013,Hombres,107
44258,Villar del Salz,2013,Hombres,42
44260,Villarluengo,2013,Hombres,113
44261,Villarquemado,2013,Hombres,467
50292,Villarreal de Huerva,2013,Hombres,117
50293,Villarroya de la Sierra,2013,Hombres,281
44262,Villarroya de los Pinares,2013,Hombres,85
50294,Villarroya del Campo,2013,Hombres,44
44263,Villastar,2013,Hombres,252
44264,Villel,2013,Hombres,204
50282,Vilueña (La),2013,Hombres,53
44265,Vinaceite,2013,Hombres,157
44266,Visiedo,2013,Hombres,65
50295,Vistabella,2013,Hombres,32
44267,Vivel del Río Martín,2013,Hombres,44
22252,Yebra de Basa,2013,Hombres,81
22253,Yésero,2013,Hombres,39
50296,Zaida (La),2013,Hombres,238
22254,Zaidín,2013,Hombres,918
50297,Zaragoza,2013,Hombres,329700
44268,Zoma (La),2013,Hombres,7
50298,Zuera,2013,Hombres,4032
44001,Ababuj,2013,Mujeres,24
50001,Abanto,2013,Mujeres,61
44002,Abejuela,2013,Mujeres,11
22001,Abiego,2013,Mujeres,135
22002,Abizanda,2013,Mujeres,69
50002,Acered,2013,Mujeres,95
22003,Adahuesca,2013,Mujeres,90
50003,Agón,2013,Mujeres,74
50004,Aguarón,2013,Mujeres,361
44003,Aguatón,2013,Mujeres,11
44004,Aguaviva,2013,Mujeres,321
22004,Agüero,2013,Mujeres,65
44005,Aguilar del Alfambra,2013,Mujeres,30
50005,Aguilón,2013,Mujeres,119
22907,Aínsa-Sobrarbe,2013,Mujeres,1076
50006,Ainzón,2013,Mujeres,581
22006,Aisa,2013,Mujeres,163
44006,Alacón,2013,Mujeres,157
50007,Aladrén,2013,Mujeres,17
50008,Alagón,2013,Mujeres,3552
50009,Alarba,2013,Mujeres,63
44007,Alba,2013,Mujeres,102
22007,Albalate de Cinca,2013,Mujeres,605
44008,Albalate del Arzobispo,2013,Mujeres,1001
22008,Albalatillo,2013,Mujeres,96
44009,Albarracín,2013,Mujeres,528
22009,Albelda,2013,Mujeres,375
44010,Albentosa,2013,Mujeres,145
50010,Alberite de San Juan,2013,Mujeres,37
22011,Albero Alto,2013,Mujeres,51
22012,Albero Bajo,2013,Mujeres,53
22013,Alberuela de Tubo,2013,Mujeres,163
50011,Albeta,2013,Mujeres,74
50012,Alborge,2013,Mujeres,59
44011,Alcaine,2013,Mujeres,29
50013,Alcalá de Ebro,2013,Mujeres,143
22014,Alcalá de Gurrea,2013,Mujeres,133
44012,Alcalá de la Selva,2013,Mujeres,216
50014,Alcalá de Moncayo,2013,Mujeres,73
22015,Alcalá del Obispo,2013,Mujeres,167
22016,Alcampell,2013,Mujeres,356
44013,Alcañiz,2013,Mujeres,8184
22017,Alcolea de Cinca,2013,Mujeres,534
50015,Alconchel de Ariza,2013,Mujeres,36
44014,Alcorisa,2013,Mujeres,1712
22018,Alcubierre,2013,Mujeres,196
50016,Aldehuela de Liestos,2013,Mujeres,16
22019,Alerre,2013,Mujeres,99
50017,Alfajarín,2013,Mujeres,1081
44016,Alfambra,2013,Mujeres,281
50018,Alfamén,2013,Mujeres,694
22020,Alfántega,2013,Mujeres,74
50019,Alforque,2013,Mujeres,35
50020,Alhama de Aragón,2013,Mujeres,522
44017,Aliaga,2013,Mujeres,160
44021,Allepuz,2013,Mujeres,62
44022,Alloza,2013,Mujeres,327
44023,Allueva,2013,Mujeres,5
50021,Almochuel,2013,Mujeres,20
44018,Almohaja,2013,Mujeres,5
50022,Almolda (La),2013,Mujeres,296
50023,Almonacid de la Cuba,2013,Mujeres,116
50024,Almonacid de la Sierra,2013,Mujeres,321
22021,Almudévar,2013,Mujeres,1220
50025,Almunia de Doña Godina (La),2013,Mujeres,3765
22022,Almunia de San Juan,2013,Mujeres,324
22023,Almuniente,2013,Mujeres,269
44019,Alobras,2013,Mujeres,35
50026,Alpartir,2013,Mujeres,276
44020,Alpeñés,2013,Mujeres,8
22024,Alquézar,2013,Mujeres,134
22025,Altorricón,2013,Mujeres,665
50027,Ambel,2013,Mujeres,137
44024,Anadón,2013,Mujeres,10
44025,Andorra,2013,Mujeres,4028
50028,Anento,2013,Mujeres,40
22027,Angüés,2013,Mujeres,196
50029,Aniñón,2013,Mujeres,357
22028,Ansó,2013,Mujeres,215
22029,Antillón,2013,Mujeres,72
50030,Añón de Moncayo,2013,Mujeres,87
22032,Aragüés del Puerto,2013,Mujeres,57
50031,Aranda de Moncayo,2013,Mujeres,70
50032,Arándiga,2013,Mujeres,179
44026,Arcos de las Salinas,2013,Mujeres,43
50033,Ardisa,2013,Mujeres,29
22035,Arén,2013,Mujeres,157
44027,Arens de Lledó,2013,Mujeres,115
22036,Argavieso,2013,Mujeres,46
44028,Argente,2013,Mujeres,117
22037,Arguis,2013,Mujeres,57
44029,Ariño,2013,Mujeres,383
50034,Ariza,2013,Mujeres,594
50035,Artieda,2013,Mujeres,39
50036,Asín,2013,Mujeres,53
50037,Atea,2013,Mujeres,67
50038,Ateca,2013,Mujeres,994
22039,Ayerbe,2013,Mujeres,550
44031,Azaila,2013,Mujeres,61
22040,Azanuy-Alins,2013,Mujeres,92
22041,Azara,2013,Mujeres,95
22042,Azlor,2013,Mujeres,66
50039,Azuara,2013,Mujeres,286
44032,Bádenas,2013,Mujeres,9
50040,Badules,2013,Mujeres,48
22043,Baélls,2013,Mujeres,48
44033,Báguena,2013,Mujeres,161
50041,Bagüés,2013,Mujeres,8
22044,Bailo,2013,Mujeres,125
50042,Balconchán,2013,Mujeres,8
22045,Baldellou,2013,Mujeres,46
22046,Ballobar,2013,Mujeres,411
22047,Banastás,2013,Mujeres,140
44034,Bañón,2013,Mujeres,73
22048,Barbastro,2013,Mujeres,8835
50043,Bárboles,2013,Mujeres,141
22049,Barbués,2013,Mujeres,41
22050,Barbuñales,2013,Mujeres,50
22051,Bárcabo,2013,Mujeres,46
50044,Bardallur,2013,Mujeres,158
44035,Barrachina,2013,Mujeres,70
44036,Bea,2013,Mujeres,11
44037,Beceite,2013,Mujeres,289
50045,Belchite,2013,Mujeres,793
44039,Bello,2013,Mujeres,130
50046,Belmonte de Gracián,2013,Mujeres,104
44038,Belmonte de San José,2013,Mujeres,60
22052,Belver de Cinca,2013,Mujeres,592
22053,Benabarre,2013,Mujeres,576
22054,Benasque,2013,Mujeres,1034
22246,Beranuy,2013,Mujeres,40
22055,Berbegal,2013,Mujeres,190
50047,Berdejo,2013,Mujeres,24
44040,Berge,2013,Mujeres,125
50048,Berrueco,2013,Mujeres,20
44041,Bezas,2013,Mujeres,34
50901,Biel,2013,Mujeres,68
22057,Bielsa,2013,Mujeres,248
22058,Bierge,2013,Mujeres,106
22059,Biescas,2013,Mujeres,718
50050,Bijuesca,2013,Mujeres,41
22060,Binaced,2013,Mujeres,740
22061,Binéfar,2013,Mujeres,4537
50051,Biota,2013,Mujeres,507
22062,Bisaurri,2013,Mujeres,96
22063,Biscarrués,2013,Mujeres,99
50052,Bisimbre,2013,Mujeres,47
44042,Blancas,2013,Mujeres,68
22064,Blecua y Torres,2013,Mujeres,92
44043,Blesa,2013,Mujeres,43
22066,Boltaña,2013,Mujeres,493
22067,Bonansa,2013,Mujeres,39
50053,Boquiñeni,2013,Mujeres,451
22068,Borau,2013,Mujeres,36
50054,Bordalba,2013,Mujeres,27
44044,Bordón,2013,Mujeres,53
50055,Borja,2013,Mujeres,2437
50056,Botorrita,2013,Mujeres,233
50057,Brea de Aragón,2013,Mujeres,873
44045,Bronchales,2013,Mujeres,190
22069,Broto,2013,Mujeres,252
50058,Bubierca,2013,Mujeres,38
44046,Bueña,2013,Mujeres,31
50059,Bujaraloz,2013,Mujeres,499
50060,Bulbuente,2013,Mujeres,116
44047,Burbáguena,2013,Mujeres,148
50061,Bureta,2013,Mujeres,129
50062,Burgo de Ebro (El),2013,Mujeres,1156
50063,Buste (El),2013,Mujeres,35
50064,Cabañas de Ebro,2013,Mujeres,253
50065,Cabolafuente,2013,Mujeres,19
44048,Cabra de Mora,2013,Mujeres,26
50066,Cadrete,2013,Mujeres,1617
44049,Calaceite,2013,Mujeres,536
44050,Calamocha,2013,Mujeres,2273
44051,Calanda,2013,Mujeres,1991
50067,Calatayud,2013,Mujeres,10524
50068,Calatorao,2013,Mujeres,1422
50069,Calcena,2013,Mujeres,32
22072,Caldearenas,2013,Mujeres,88
50070,Calmarza,2013,Mujeres,38
44052,Calomarde,2013,Mujeres,35
44053,Camañas,2013,Mujeres,56
44054,Camarena de la Sierra,2013,Mujeres,58
44055,Camarillas,2013,Mujeres,44
44056,Caminreal,2013,Mujeres,357
50071,Campillo de Aragón,2013,Mujeres,66
22074,Campo,2013,Mujeres,206
22075,Camporrélls,2013,Mujeres,71
22076,Canal de Berdún,2013,Mujeres,176
22077,Candasnos,2013,Mujeres,171
22078,Canfranc,2013,Mujeres,245
44059,Cantavieja,2013,Mujeres,349
44060,Cañada de Benatanduz,2013,Mujeres,12
44061,Cañada de Verich (La),2013,Mujeres,40
44062,Cañada Vellida,2013,Mujeres,11
44063,Cañizar del Olivar,2013,Mujeres,45
22079,Capdesaso,2013,Mujeres,99
22080,Capella,2013,Mujeres,173
50072,Carenas,2013,Mujeres,78
50073,Cariñena,2013,Mujeres,1710
22081,Casbas de Huesca,2013,Mujeres,135
44064,Cascante del Río,2013,Mujeres,32
50074,Caspe,2013,Mujeres,4712
50075,Castejón de Alarba,2013,Mujeres,37
50076,Castejón de las Armas,2013,Mujeres,49
22083,Castejón de Monegros,2013,Mujeres,291
22084,Castejón de Sos,2013,Mujeres,358
44065,Castejón de Tornos,2013,Mujeres,26
50077,Castejón de Valdejasa,2013,Mujeres,121
22082,Castejón del Puente,2013,Mujeres,171
44066,Castel de Cabra,2013,Mujeres,63
22085,Castelflorite,2013,Mujeres,63
44070,Castellar (El),2013,Mujeres,22
44071,Castellote,2013,Mujeres,376
44067,Castelnou,2013,Mujeres,71
44068,Castelserás,2013,Mujeres,396
22086,Castiello de Jaca,2013,Mujeres,114
22087,Castigaleu,2013,Mujeres,41
50078,Castiliscar,2013,Mujeres,148
22088,Castillazuelo,2013,Mujeres,97
22089,Castillonroy,2013,Mujeres,169
44074,Cedrillas,2013,Mujeres,305
44075,Celadas,2013,Mujeres,182
44076,Cella,2013,Mujeres,1370
44077,Cerollera (La),2013,Mujeres,42
50079,Cervera de la Cañada,2013,Mujeres,144
50080,Cerveruela,2013,Mujeres,15
50081,Cetina,2013,Mujeres,328
22094,Chalamera,2013,Mujeres,55
22095,Chía,2013,Mujeres,37
22096,Chimillas,2013,Mujeres,185
50092,Chiprana,2013,Mujeres,230
50093,Chodes,2013,Mujeres,62
50082,Cimballa,2013,Mujeres,58
50083,Cinco Olivas,2013,Mujeres,54
50084,Clarés de Ribota,2013,Mujeres,35
50085,Codo,2013,Mujeres,101
44080,Codoñera (La),2013,Mujeres,174
50086,Codos,2013,Mujeres,86
22090,Colungo,2013,Mujeres,45
50087,Contamina,2013,Mujeres,16
44082,Corbalán,2013,Mujeres,53
44084,Cortes de Aragón,2013,Mujeres,31
44085,Cosa,2013,Mujeres,24
50088,Cosuenda,2013,Mujeres,191
44086,Cretas,2013,Mujeres,297
44087,Crivillén,2013,Mujeres,37
50089,Cuarte de Huerva,2013,Mujeres,5327
44088,Cuba (La),2013,Mujeres,20
50090,Cubel,2013,Mujeres,94
44089,Cubla,2013,Mujeres,22
44090,Cucalón,2013,Mujeres,45
50091,Cuerlas (Las),2013,Mujeres,25
44092,Cuervo (El),2013,Mujeres,46
44093,Cuevas de Almudén,2013,Mujeres,59
44094,Cuevas Labradas,2013,Mujeres,64
50094,Daroca,2013,Mujeres,1138
50095,Ejea de los Caballeros,2013,Mujeres,8345
44096,Ejulve,2013,Mujeres,101
50096,Embid de Ariza,2013,Mujeres,25
50098,Encinacorba,2013,Mujeres,118
50099,Épila,2013,Mujeres,2223
50100,Erla,2013,Mujeres,195
50101,Escatrón,2013,Mujeres,559
44097,Escorihuela,2013,Mujeres,83
44099,Escucha,2013,Mujeres,447
22099,Esplús,2013,Mujeres,330
22102,Estada,2013,Mujeres,98
22103,Estadilla,2013,Mujeres,442
44100,Estercuel,2013,Mujeres,108
22105,Estopiñán del Castillo,2013,Mujeres,69
50102,Fabara,2013,Mujeres,582
22106,Fago,2013,Mujeres,14
22107,Fanlo,2013,Mujeres,43
50104,Farlete,2013,Mujeres,207
50105,Fayón,2013,Mujeres,179
50106,Fayos (Los),2013,Mujeres,75
44101,Ferreruela de Huerva,2013,Mujeres,31
50107,Figueruelas,2013,Mujeres,630
22109,Fiscal,2013,Mujeres,166
50108,Fombuena,2013,Mujeres,23
44102,Fonfría,2013,Mujeres,13
22110,Fonz,2013,Mujeres,476
22111,Foradada del Toscar,2013,Mujeres,90
44103,Formiche Alto,2013,Mujeres,78
44105,Fórnoles,2013,Mujeres,49
44106,Fortanete,2013,Mujeres,83
44107,Foz-Calanda,2013,Mujeres,122
22112,Fraga,2013,Mujeres,7250
50109,Frago (El),2013,Mujeres,42
50110,Frasno (El),2013,Mujeres,208
50111,Fréscano,2013,Mujeres,91
44108,Fresneda (La),2013,Mujeres,216
44109,Frías de Albarracín,2013,Mujeres,61
50113,Fuendejalón,2013,Mujeres,432
50114,Fuendetodos,2013,Mujeres,79
44110,Fuenferrada,2013,Mujeres,25
44111,Fuentes Calientes,2013,Mujeres,50
44112,Fuentes Claras,2013,Mujeres,249
50115,Fuentes de Ebro,2013,Mujeres,2236
50116,Fuentes de Jiloca,2013,Mujeres,117
44113,Fuentes de Rubielos,2013,Mujeres,59
44114,Fuentespalda,2013,Mujeres,156
22113,Fueva (La),2013,Mujeres,297
50117,Gallocanta,2013,Mujeres,69
50118,Gallur,2013,Mujeres,1417
44115,Galve,2013,Mujeres,80
44116,Gargallo,2013,Mujeres,57
44117,Gea de Albarracín,2013,Mujeres,199
50119,Gelsa,2013,Mujeres,542
44118,Ginebrosa (La),2013,Mujeres,97
22114,Gistaín,2013,Mujeres,65
50120,Godojos,2013,Mujeres,18
50121,Gotor,2013,Mujeres,167
22115,Grado (El),2013,Mujeres,211
22116,Grañén,2013,Mujeres,939
22117,Graus,2013,Mujeres,1708
44119,Griegos,2013,Mujeres,55
50122,Grisel,2013,Mujeres,28
50123,Grisén,2013,Mujeres,305
44120,Guadalaviar,2013,Mujeres,103
44121,Gúdar,2013,Mujeres,38
22119,Gurrea de Gállego,2013,Mujeres,782
50124,Herrera de los Navarros,2013,Mujeres,270
44122,Híjar,2013,Mujeres,877
44123,Hinojosa de Jarque,2013,Mujeres,62
22122,Hoz de Jaca,2013,Mujeres,35
44124,Hoz de la Vieja (La),2013,Mujeres,40
22908,Hoz y Costean,2013,Mujeres,80
22124,Huerto,2013,Mujeres,116
44125,Huesa del Común,2013,Mujeres,30
22125,Huesca,2013,Mujeres,27188
50125,Ibdes,2013,Mujeres,216
22126,Ibieca,2013,Mujeres,54
44126,Iglesuela del Cid (La),2013,Mujeres,223
22127,Igriés,2013,Mujeres,327
22128,Ilche,2013,Mujeres,104
50126,Illueca,2013,Mujeres,1629
22129,Isábena,2013,Mujeres,142
50128,Isuerre,2013,Mujeres,11
44127,Jabaloyas,2013,Mujeres,33
22130,Jaca,2013,Mujeres,6667
50129,Jaraba,2013,Mujeres,160
44128,Jarque de la Val,2013,Mujeres,40
50130,Jarque de Moncayo,2013,Mujeres,239
22131,Jasa,2013,Mujeres,41
44129,Jatiel,2013,Mujeres,21
50131,Jaulín,2013,Mujeres,124
44130,Jorcas,2013,Mujeres,16
44131,Josa,2013,Mujeres,15
50132,Joyosa (La),2013,Mujeres,481
22133,Labuerda,2013,Mujeres,76
50133,Lagata,2013,Mujeres,65
44132,Lagueruela,2013,Mujeres,34
22135,Laluenga,2013,Mujeres,103
22136,Lalueza,2013,Mujeres,483
22137,Lanaja,2013,Mujeres,629
50134,Langa del Castillo,2013,Mujeres,68
44133,Lanzuela,2013,Mujeres,7
22139,Laperdiguera,2013,Mujeres,46
22141,Lascellas-Ponzano,2013,Mujeres,63
22142,Lascuarre,2013,Mujeres,69
22143,Laspaúles,2013,Mujeres,130
22144,Laspuña,2013,Mujeres,135
50135,Layana,2013,Mujeres,46
50136,Lécera,2013,Mujeres,351
50138,Lechón,2013,Mujeres,20
50137,Leciñena,2013,Mujeres,625
50139,Letux,2013,Mujeres,162
44135,Libros,2013,Mujeres,57
44136,Lidón,2013,Mujeres,26
44137,Linares de Mora,2013,Mujeres,118
50140,Litago,2013,Mujeres,77
50141,Lituénigo,2013,Mujeres,60
44141,Lledó,2013,Mujeres,77
22149,Loarre,2013,Mujeres,161
50142,Lobera de Onsella,2013,Mujeres,15
50143,Longares,2013,Mujeres,382
50144,Longás,2013,Mujeres,10
22150,Loporzano,2013,Mujeres,239
22151,Loscorrales,2013,Mujeres,53
44138,Loscos,2013,Mujeres,60
50146,Lucena de Jalón,2013,Mujeres,121
50147,Luceni,2013,Mujeres,514
50148,Luesia,2013,Mujeres,144
50149,Luesma,2013,Mujeres,19
50150,Lumpiaque,2013,Mujeres,443
50151,Luna,2013,Mujeres,377
22905,Lupiñén-Ortilla,2013,Mujeres,185
50152,Maella,2013,Mujeres,941
50153,Magallón,2013,Mujeres,571
44142,Maicas,2013,Mujeres,17
50154,Mainar,2013,Mujeres,73
50155,Malanquilla,2013,Mujeres,46
50156,Maleján,2013,Mujeres,150
50160,Mallén,2013,Mujeres,1693
50157,Malón,2013,Mujeres,179
50159,Maluenda,2013,Mujeres,562
50161,Manchones,2013,Mujeres,50
44143,Manzanera,2013,Mujeres,255
50162,Mara,2013,Mujeres,91
50163,María de Huerva,2013,Mujeres,2570
50902,Marracos,2013,Mujeres,45
44144,Martín del Río,2013,Mujeres,213
44145,Mas de las Matas,2013,Mujeres,648
44146,Mata de los Olmos (La),2013,Mujeres,145
44147,Mazaleón,2013,Mujeres,254
50164,Mediana de Aragón,2013,Mujeres,236
50165,Mequinenza,2013,Mujeres,1177
50166,Mesones de Isuela,2013,Mujeres,152
50167,Mezalocha,2013,Mujeres,105
44148,Mezquita de Jarque,2013,Mujeres,52
50168,Mianos,2013,Mujeres,14
50169,Miedes de Aragón,2013,Mujeres,212
44149,Mirambel,2013,Mujeres,54
44150,Miravete de la Sierra,2013,Mujeres,9
44151,Molinos,2013,Mujeres,126
50170,Monegrillo,2013,Mujeres,206
22155,Monesma y Cajigar,2013,Mujeres,44
50171,Moneva,2013,Mujeres,50
22156,Monflorite-Lascasas,2013,Mujeres,139
44152,Monforte de Moyuela,2013,Mujeres,21
50172,Monreal de Ariza,2013,Mujeres,103
44153,Monreal del Campo,2013,Mujeres,1344
44154,Monroyo,2013,Mujeres,145
44155,Montalbán,2013,Mujeres,655
22157,Montanuy,2013,Mujeres,105
44156,Monteagudo del Castillo,2013,Mujeres,26
50173,Monterde,2013,Mujeres,69
44157,Monterde de Albarracín,2013,Mujeres,27
50174,Montón,2013,Mujeres,49
22158,Monzón,2013,Mujeres,8474
44158,Mora de Rubielos,2013,Mujeres,805
50175,Morata de Jalón,2013,Mujeres,635
50176,Morata de Jiloca,2013,Mujeres,100
50177,Morés,2013,Mujeres,181
50178,Moros,2013,Mujeres,203
44159,Moscardón,2013,Mujeres,31
44160,Mosqueruela,2013,Mujeres,280
50179,Moyuela,2013,Mujeres,125
50180,Mozota,2013,Mujeres,60
50181,Muel,2013,Mujeres,676
50182,Muela (La),2013,Mujeres,2429
50183,Munébrega,2013,Mujeres,211
44161,Muniesa,2013,Mujeres,309
50184,Murero,2013,Mujeres,60
50185,Murillo de Gállego,2013,Mujeres,81
22160,Naval,2013,Mujeres,122
50186,Navardún,2013,Mujeres,17
50187,Nigüella,2013,Mujeres,31
44163,Noguera de Albarracín,2013,Mujeres,68
44164,Nogueras,2013,Mujeres,8
44165,Nogueruelas,2013,Mujeres,93
50188,Nombrevilla,2013,Mujeres,14
50189,Nonaspe,2013,Mujeres,478
22162,Novales,2013,Mujeres,94
50190,Novallas,2013,Mujeres,443
50191,Novillas,2013,Mujeres,298
22163,Nueno,2013,Mujeres,247
50192,Nuévalos,2013,Mujeres,153
50193,Nuez de Ebro,2013,Mujeres,426
44167,Obón,2013,Mujeres,15
44168,Odón,2013,Mujeres,111
44169,Ojos Negros,2013,Mujeres,195
44171,Olba,2013,Mujeres,107
44172,Oliete,2013,Mujeres,204
44173,Olmos (Los),2013,Mujeres,59
22164,Olvena,2013,Mujeres,35
50194,Olvés,2013,Mujeres,46
22165,Ontiñena,2013,Mujeres,291
50195,Orcajo,2013,Mujeres,20
50196,Orera,2013,Mujeres,65
50197,Orés,2013,Mujeres,45
44174,Orihuela del Tremedal,2013,Mujeres,257
44175,Orrios,2013,Mujeres,72
50198,Oseja,2013,Mujeres,18
50199,Osera de Ebro,2013,Mujeres,218
22167,Osso de Cinca,2013,Mujeres,391
22168,Palo,2013,Mujeres,12
44176,Palomar de Arroyos,2013,Mujeres,78
44177,Pancrudo,2013,Mujeres,52
50200,Paniza,2013,Mujeres,348
22170,Panticosa,2013,Mujeres,370
50201,Paracuellos de Jiloca,2013,Mujeres,269
50202,Paracuellos de la Ribera,2013,Mujeres,87
44178,Parras de Castellote (Las),2013,Mujeres,28
50203,Pastriz,2013,Mujeres,683
50204,Pedrola,2013,Mujeres,1759
50205,Pedrosas (Las),2013,Mujeres,59
22172,Peñalba,2013,Mujeres,343
44179,Peñarroya de Tastavins,2013,Mujeres,220
22173,Peñas de Riglos (Las),2013,Mujeres,103
44180,Peracense,2013,Mujeres,33
44181,Peralejos,2013,Mujeres,47
44182,Perales del Alfambra,2013,Mujeres,126
22174,Peralta de Alcofea,2013,Mujeres,266
22175,Peralta de Calasanz,2013,Mujeres,104
22176,Peraltilla,2013,Mujeres,99
22177,Perarrúa,2013,Mujeres,48
50206,Perdiguera,2013,Mujeres,294
22178,Pertusa,2013,Mujeres,53
50207,Piedratajada,2013,Mujeres,62
50208,Pina de Ebro,2013,Mujeres,1267
50209,Pinseque,2013,Mujeres,1768
50210,Pintanos (Los),2013,Mujeres,19
22181,Piracés,2013,Mujeres,44
44183,Pitarque,2013,Mujeres,47
22182,Plan,2013,Mujeres,149
50211,Plasencia de Jalón,2013,Mujeres,169
50212,Pleitas,2013,Mujeres,22
50213,Plenas,2013,Mujeres,61
44184,Plou,2013,Mujeres,17
44185,Pobo (El),2013,Mujeres,54
22184,Poleñino,2013,Mujeres,102
50214,Pomer,2013,Mujeres,11
44187,Portellada (La),2013,Mujeres,123
22186,Pozán de Vero,2013,Mujeres,114
44189,Pozondón,2013,Mujeres,30
50215,Pozuel de Ariza,2013,Mujeres,9
44190,Pozuel del Campo,2013,Mujeres,39
50216,Pozuelo de Aragón,2013,Mujeres,144
50217,Pradilla de Ebro,2013,Mujeres,294
50218,Puebla de Albortón,2013,Mujeres,47
50219,Puebla de Alfindén (La),2013,Mujeres,2799
22187,Puebla de Castro (La),2013,Mujeres,202
44191,Puebla de Híjar (La),2013,Mujeres,477
44192,Puebla de Valverde (La),2013,Mujeres,240
50220,Puendeluna,2013,Mujeres,24
22188,Puente de Montañana,2013,Mujeres,74
22902,Puente la Reina de Jaca,2013,Mujeres,135
22189,Puértolas,2013,Mujeres,92
44193,Puertomingalvo,2013,Mujeres,57
22190,Pueyo de Araguás (El),2013,Mujeres,63
22193,Pueyo de Santa Cruz,2013,Mujeres,175
50221,Purujosa,2013,Mujeres,13
22195,Quicena,2013,Mujeres,145
50222,Quinto,2013,Mujeres,1021
44194,Ráfales,2013,Mujeres,69
50223,Remolinos,2013,Mujeres,559
50224,Retascón,2013,Mujeres,27
50225,Ricla,2013,Mujeres,1534
44195,Rillo,2013,Mujeres,49
44196,Riodeva,2013,Mujeres,82
22197,Robres,2013,Mujeres,291
44197,Ródenas,2013,Mujeres,30
50227,Romanos,2013,Mujeres,46
44198,Royuela,2013,Mujeres,104
44199,Rubiales,2013,Mujeres,24
44200,Rubielos de la Cérida,2013,Mujeres,20
44201,Rubielos de Mora,2013,Mujeres,355
50228,Rueda de Jalón,2013,Mujeres,156
50229,Ruesca,2013,Mujeres,36
50241,Sabiñán,2013,Mujeres,365
22199,Sabiñánigo,2013,Mujeres,4991
50230,Sádaba,2013,Mujeres,735
22200,Sahún,2013,Mujeres,151
22201,Salas Altas,2013,Mujeres,146
22202,Salas Bajas,2013,Mujeres,73
44203,Salcedillo,2013,Mujeres,2
44204,Saldón,2013,Mujeres,10
22203,Salillas,2013,Mujeres,49
50231,Salillas de Jalón,2013,Mujeres,168
22204,Sallent de Gállego,2013,Mujeres,740
50232,Salvatierra de Esca,2013,Mujeres,108
44205,Samper de Calanda,2013,Mujeres,440
50233,Samper del Salz,2013,Mujeres,47
44206,San Agustín,2013,Mujeres,55
22205,San Esteban de Litera,2013,Mujeres,238
22207,San Juan de Plan,2013,Mujeres,74
50234,San Martín de la Virgen de Moncayo,2013,Mujeres,128
44207,San Martín del Río,2013,Mujeres,93
50235,San Mateo de Gállego,2013,Mujeres,1533
22903,San Miguel del Cinca,2013,Mujeres,423
22206,Sangarrén,2013,Mujeres,105
22208,Santa Cilia,2013,Mujeres,95
50236,Santa Cruz de Grío,2013,Mujeres,64
22209,Santa Cruz de la Serós,2013,Mujeres,81
50237,Santa Cruz de Moncayo,2013,Mujeres,67
44208,Santa Cruz de Nogueras,2013,Mujeres,18
44209,Santa Eulalia,2013,Mujeres,560
50238,Santa Eulalia de Gállego,2013,Mujeres,55
22906,Santa María de Dulcis,2013,Mujeres,104
